MPID|MP Type|Name|Location|Telephone|NASDAQ Member|FINRA Member|NASDAQ BX Member|PSX Participant
MYBG|P|StormHarbour Securities, LLC|||N|Y|N|N
MYDM|P|OTCEX, LLC|||N|Y|N|N
MYLG|P|Meyers Associates, L.P.|||Y|Y|N|N
MYRS|M|Meyers Associates, L.P.|NEW YORK, NY|646-442-0620|Y|Y|N|N
MYRS|M|Meyers Associates, L.P.|TRADING|646-442-0614|Y|Y|N|N
MZHO|P|Mizuho Securities USA Inc.|||Y|Y|N|N
MZMA|P|Mazama Capital Management Inc.|||N|N|N|N
NACI|P|North American Clearing, Inc.||407-774-6281|N|N|N|N
NACL|P|National Alliance Capital, LLC|||N|Y|N|N
NADL|N|Warren D. Nadel & Company|GREENVALE  NY|516-625-3400|N|N|N|N
NAFA|P|NAFA Capital Markets, LLC|||N|Y|N|N
NAID|O|National Securities Corporation|||Y|Y|N|N
NALG|P|ALGO ENGINEERING EXECUTION SERVICES LLC|||N|Y|N|N
NAMA|P|Nunami Services, LLC.|||N|N|N|N
NAMB|P|Nunami Services, Llc.|||N|N|N|N
NAMD|P|Nunami Services, LLC.|||N|N|N|N
NAMI|P|NUNAMI SERVICES, LLC.|||N|N|N|N
NAMW|P|Nunami Services, LLC.|||N|N|N|N
NAMZ|P|Nunami Services, LLC.|||N|N|N|N
NAPK|P|National Securities Corporation|||Y|Y|N|N
NARI|P|Ledgemont Capital Markets LLC|||N|N|N|N
NASC|P|NATIONAL ALLIANCE SECURITIES CORPORATION|||N|Y|N|N
NASD|M|District 8 - Chicago|MARKET OPERATIONS-CT|800-219-4861|N|N|N|N
NASD|M|District 8 - Chicago|(TRADING OPS)|N/A|N|N|N|N
NASD|M|District 8 - Chicago|MARKET INTEGRITY....|203-375-9609|N|N|N|N
NASD|M|District 8 - Chicago|UPC,STK LST,DIVIDEND|N/A|N|N|N|N
NASD|M|District 8 - Chicago|CAE/ITS|203-385-6399|N|N|N|N
NASD|M|District 8 - Chicago|ACT|203-378-0166|N|N|N|N
NASD|M|District 8 - Chicago|MARKET WATCH|N/A|N|N|N|N
NASD|M|District 8 - Chicago|TRADING HALTS|800-537-3929|N|N|N|N
NASD|M|District 8 - Chicago|TRD RPT RULES|800-211-4953|N|N|N|N
NASD|M|District 8 - Chicago|MARKET REGULATION|N/A|N|N|N|N
NASD|M|District 8 - Chicago|FIRM QUOTE AND|800-925-8156|N|N|N|N
NASD|M|District 8 - Chicago|PASSIVE MM/REG M|N/A|N|N|N|N
NASD|M|District 8 - Chicago|OTC BULLETIN BOARD|N/A|N|N|N|N
NASD|M|District 8 - Chicago|FINANCIALS|301-208-2802|N|N|N|N
NASD|M|District 8 - Chicago|FAX|301-208-2806|N|N|N|N
NASD|M|District 8 - Chicago|OPERATIONS|203-378-0284|N|N|N|N
NASD|M|District 8 - Chicago|SYMBOL ASSIGNMENT|203-375-9609|N|N|N|N
NASD|M|District 8 - Chicago|EQUIPMENT REPAIR|800-243-4284|N|N|N|N
NASD|M|District 8 - Chicago|#SUBSCRIBER SERVICES|.|N|N|N|N
NASD|M|District 8 - Chicago|ORDERING NASDAQ|800-777-5606|N|N|N|N
NASD|M|District 8 - Chicago|WORKSTATIONS,|N/A|N|N|N|N
NASD|M|District 8 - Chicago|SERVICES, USER IDS|N/A|N|N|N|N
NASD|M|District 8 - Chicago||N/A|N|N|N|N
NASD|M|District 8 - Chicago|HISTORICAL PRICES|202-728-8477|N|N|N|N
NASD|M|District 8 - Chicago||N/A|N|N|N|N
NASD|M|District 8 - Chicago|MARKET LISTINGS|202-498-2500|N|N|N|N
NASD|M|District 8 - Chicago||N/A|N|N|N|N
NASP|M|NASDAQ/PICCARD|||N|N|N|N
NATL|M|National Securities Corporation|NEW YORK|212-417-3620|Y|Y|N|N
NATL|M|National Securities Corporation|NEW YORK|888-618-8181|Y|Y|N|N
NATL|M|National Securities Corporation|T-SEATTLE WA|800-426-1613|Y|Y|N|N
NATL|M|National Securities Corporation|T-SEATTLE WA|206-343-6221|Y|Y|N|N
NBCS|P|NBC Securities, INC.|NASDAQ TRADING|205-583-3623|N|Y|N|N
NBFC|P|NBCN  Inc./ CDS|||N|N|N|N
NBFI|P|National Bank of Canada Financial Inc.|||Y|Y|N|N
NBII|P|Merrill Lynch, Pierce, Fenner & Smith Incorporated|||Y|Y|Y|Y
NBKT|P|NATIONAL BANK OF CANADA FINANCIAL INC.|||Y|Y|N|N
NBLB|P|Neuberger Berman, LLC|||Y|Y|N|N
NBLE|P|Nobletrading.com, Inc.|||N|N|N|N
NBSL|P|BMO Nesbitt Burns Securities LTD.|||Y|Y|N|N
NBTX|N|Nationsbank Texas, NA|||N|N|N|N
NCAP|O|Nova Capital Markets, LLC|||N|N|N|N
NCFG|P|New Castle Financial Group, Inc.|||N|N|N|N
NCFS|P|New Castle Financial Group Inc.|||N|N|N|N
NCIS|P|US FINANCIAL SERVICES|||Y|Y|N|N
NCSI|M|NEWPORT COAST SECURITIES|||Y|Y|N|N
NDCM|P|NANES, DELORME CAPITAL MANAGEMENT LLC|||N|Y|N|N
NDXT|O|NDX Trading, Inc.|MINNEAPOLIS, MN|612-331-8225|N|N|N|N
NDXT|O|NDX Trading, Inc.|FORT WORTH, TX|817-595-7330|N|N|N|N
NEED|M|Needham & Company, LLC|NEW YORK, NY|212-371-8411|Y|Y|N|N
NEED|M|Needham & Company, LLC|NEW YORK, NY|800-843-4446|Y|Y|N|N
NEFO|P|SG Americas Securities, LLC|||Y|Y|Y|Y
NEHL|N|Greenberg Financial Group|||N|Y|N|N
NELS|N|NELSON SECURITIES,INC.|SPOKANE, WA|509-625-1980|N|Y|N|N
NELS|N|NELSON SECURITIES,INC.|SPOKANE, WA|509-838-1313|N|Y|N|N
NELS|N|NELSON SECURITIES,INC.|SPOKANE, WA|800-343-7799|N|Y|N|N
NEON|P|NeoNet Securities, Inc.|||N|N|N|N
NESC|M|Northeast Securities, Inc.|WESTBURY  NY|516-222-5312|Y|Y|N|N
NESC|M|Northeast Securities, Inc.|WALL ST. NY, NY|212-968-0100|Y|Y|N|N
NESS|P|MSI FINANCIAL SERVICES, INC|||N|Y|N|N
NEUB|M|Neuberger Berman,  LLC|NEW YORK, NY|212-528-9561|Y|Y|N|N
NEUB|M|Neuberger Berman,  LLC|NASDAQ/OTCBB TRADING|800-543-8481|Y|Y|N|N
NEWO|M|Newoak Capital Markets LLC|STAMFORD, CT|203-975-1330|N|Y|N|N
NEWO|M|Newoak Capital Markets LLC|CONVERTIBLES|203-975-1330|N|Y|N|N
NEWO|M|Newoak Capital Markets LLC|NEW YORK|646-432-7300|N|Y|N|N
NFGI|P|Northeastern Financial Group Inc.|||N|Y|N|N
NFGR|N|Nations Financial Group, Inc.|||N|Y|N|N
NFSC|M|National Financial Services LLC|PRINCIPAL|800-679-5748|Y|Y|Y|Y
NFSC|M|National Financial Services LLC||800-262-0680|Y|Y|Y|Y
NFSC|M|National Financial Services LLC|AGENCY|800-762-1190|Y|Y|Y|Y
NFSC|M|National Financial Services LLC|PRIN/AGEN BOSTON|800-731-1689|Y|Y|Y|Y
NFSC|M|National Financial Services LLC|BULLETIN BOARDS|800-262-0680|Y|Y|Y|Y
NGEN|M|Next Generation Equity Research LLC|||N|N|N|N
NHAM|N|North Hampton Partners, L.P.|||N|N|N|N
NIAD|P|Ni Advisors|||N|Y|N|N
NICK|P|Knight Capital Americas LLC|||Y|Y|Y|Y
NIPH|P|Niphix Investments Inc.|||N|N|N|N
NIPX|M|Niphix Investments Inc|||N|N|N|N
NISC|O|National Investor Services Corp.|NEW YORK, NY|212-509-0055|N|N|N|N
NITC|P|KCG AMERICAS LLC|||Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|NASDAQ TRADING|800-544-7508|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|BULLETIN BOARD|800-232-3684|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|DELISTING/BANKRUPTCY|212-336-8725|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|INTERNATIONAL|800-762-0271|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|BROKER/DEALER DESK|800-274-9382|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|INSTITUTIONAL DESK|800-222-4895|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|FOREIGN BULLETIN BD|212-336-8841|Y|Y|Y|Y
NITE|P|KCG AMERICAS LLC|HELP DESK|888-931-HELP|Y|Y|Y|Y
NITP|P|KCG AMERICAS LLC|||Y|Y|Y|Y
NITX|P|KCG AMERICAS LLC|||Y|Y|Y|Y
NMRA|M|Nomura Securities International, Inc.|US TRADING|212-667-2229|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|NEW YORK, NY|800-247-2061|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|CONVERTIBLES|212-667-2000|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|ELECTRONIC TRADING|212-667-1248|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|ADR - INTERNATIONAL|212-667-1300|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|PROGRAM|212-667-1200|Y|Y|N|N
NMRA|M|Nomura Securities International, Inc.|EQUITY DERIVATIVES|212-667-2210|Y|Y|N|N
NNET|P|NeoNet Securities, Inc.|||N|N|N|N
NOBI|P|One Financial Securities, LTD.|||N|N|N|N
NOBL|M|Noble Financial Capital Markets|BOCA RATON, FL|561-994-1191|Y|Y|N|N
NOBL|M|Noble Financial Capital Markets|TRADING ROOM|561-994-1858|Y|Y|N|N
NOCI|C|Attain-ECN|OPERATIONS|201-573-1700|N|N|N|N
NOIT|P|NATIVEONE INSTITUTIONAL TRADING, LLC|||N|Y|N|N
NOPO|P|Convergex Execution Solutions LLC|||Y|Y|Y|Y
NORC|N|NORTHERN CAPITAL SECURITIES CORPORATION|||N|Y|N|N
NORD|N|Nordberg Capital Inc.|NASDAQ TRADING|212-753-9111|N|Y|N|N
NORM|M|Norris & Hirshberg, Inc.|||N|N|N|N
NORP|P|Nordic Partners Inc.|||N|Y|N|N
NORT|M|Northland Securities, Inc.|||Y|Y|N|N
NORW|P|Wells Fargo Securities, LLC.|||Y|Y|Y|Y
NOSO|P|NORTH SOUTH CAPITAL, LLC|||N|Y|N|N
NOYS|M|David A. Noyes & Company|INDIANAPOLIS IN|317-633-1723|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO IL|312-606-8221|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO IL|800-669-3732|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO OTCBB/NASDAQ|866-332-4377|N|Y|N|N
NOYS|M|David A. Noyes & Company|CHICAGO OTCBB/NASDAQ|312-606-4692|N|Y|N|N
NPAI|P|Nationwide Planning Associates Inc.|||N|Y|N|N
NPNT|P|Convergex Execution Solutions LLC|||Y|Y|Y|Y
NPTP|P|Convergex Execution Solutions LLC|||Y|Y|Y|Y
NQBX|P|NASDAQ Execution Services LLC|Trade Desk|212-231-5100|Y|Y|Y|Y
NQCO|N|Computer Operations and Technical Support - Rockville|||N|N|N|N
NQDO|M|District 4 - Kansas City|NASDAQ DISTRICT|303-446-3130|N|N|N|N
NQMR|P|NASDAQ EXECUTION SERVICES, LLC|||Y|Y|Y|Y
NQMS|M|Nasdaq, Marketwatch|ROCKVILLE, MD|800-925-8156|N|N|N|N
NQMS|M|Nasdaq, Marketwatch|STOCKWATCH|800-537-3929|N|N|N|N
NQOP|P|NASDAQ Execution Services, LLC|||Y|Y|Y|Y
NQPX|P|NASDAQ OMX PHLX LLC|||N|N|N|N
NQRB|P|Brut, LLC|||Y|Y|Y|Y
NQRE|M|NASDR Market Regulation|MARKET WATCH|800-211-4953|N|N|N|N
NRAM|P|CANACCORD WEALTH MANAGEMENT|||N|Y|N|N
NSCB|P|NEWBURY STREET CAPITAL LIMITED PARTNERSHIP|||N|Y|N|N
NSCC|Q|National Securities Clearing Corporation|NEW YORK, NY|212-855-1000|N|N|N|N
NSDQ|E|Nasdaq Execution Services, LLC.|Trade Desk|212-231-5100|Y|Y|Y|Y
NSGS|P|NS GLOBAL SECURITIES LLC|||N|N|N|N
NSIF|P|Norstar Securities International Inc/ CDS.|TORONTO, ONTARIO|416-361-3031|N|N|N|N
NSXM|P|NSX SECURITIES LLC|||N|Y|N|N
NSXS|P|NSX Securities LLC|||N|Y|N|N
NTBC|M|Neidiger, Tucker, Bruner, Inc.|DENVER, CO.|303-825-3754|N|Y|N|N
NTBC|M|Neidiger, Tucker, Bruner, Inc.|DENVER, CO.|800-237-1520|N|Y|N|N
NTBF|P|BMO Nesbitt Burns Inc./CDS|TORONTO, ONTARIO|416-359-6636|N|N|N|N
NTFN|P|Network 1 Financial Securities Inc.|||Y|Y|N|N
NTHN|P|Northern Securities, Inc.|||N|Y|N|N
NTMG|P|FIELDPOINT PRIVATE SECURITIES, LLC|FAIRFIELD, CT|888-800-4417|N|Y|N|N
NTMG|P|FIELDPOINT PRIVATE SECURITIES, LLC||203-255-3838|N|Y|N|N
NTNT|O|Nextrend Securities, Inc.|RICHARDSON, TX|972-470-9265|N|Y|N|N
NTRC|O|Northern Trust Securities, Inc.|||Y|Y|N|N
NTSI|P|Nesbitt Thomson Securities|NASDAQ TRADING|212-702-1230|N|N|N|N
NVAS|N|New Vernon Securities, LLC|||N|N|N|N
NVST|O|Investin Securities Corp.|DALLAS, TX|214-939-0110|N|N|N|N
NWCM|P|NW Capital Markets Inc.|||N|Y|N|N
NWST|M|Nevwest Securities Corporation|TRADING DESK #1|877-424-8908|N|N|N|N
NWST|M|Nevwest Securities Corporation|TRADING DESK #2|702-257-4646|N|N|N|N
NXBK|P|Nexbank Securities Inc|||N|Y|N|N
NXRB|P|NASDAQ EXECUTION SERVICES, LLC|||Y|Y|Y|Y
NYFT|P|CONVERGEX EXECUTION SOLUTIONS|||Y|Y|Y|Y
NYFX|P|Bny Convergex Execution Solutions Llc|||Y|Y|Y|Y
NYGS|P|New York Global Securities, Inc.|TRADING|212-791-2920|N|N|N|N
NYPP|P|NYPPE, LLC|||N|Y|N|N
NYSE|E|New York Stock Exchange|||N|N|N|N
OAKF|P|North Sea Securities L.P.|||N|Y|N|N
OAKR|P|THE OAK RIDGE FINANCIAL SERVICES GROUP, INC.|||N|Y|N|N
OAKW|P|KNBT Securities, Inc.|||N|N|N|N
OBDS|P|OBD SECURITIES LLC|||Y|N|N|N
OBDX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
OBEX|P|Obex Securities LLC|||N|Y|N|N
OBTG|N|Oakbrook Investment Brokers, Inc.|||N|N|N|N
OBWS|P|Oberweis Securities, Inc.|||N|Y|N|N
OCAP|P|THE ORION CAPITAL GROUP, INC.|||N|N|N|N
OCEA|M|OCEAN FINANCIAL SERVICES, LLC|||N|Y|N|N
OCRS|P|OCEANCROSS CAPITAL, LLC|||N|N|N|N
OCSI|P|OC Securities, Inc.|||N|N|N|N
ODNC|P|Odeon Capital Group LLC|||Y|Y|N|N
OESM|P|OES Brokerage Services, L.L.C|||N|N|N|N
OFCC|N|Oberlin Financial Corporation|||N|N|N|N
OFGF|N|OFG Financial Services, Inc.|||N|Y|N|N
OFGL|P|Obsidian Financial Group, LLC|||N|N|N|N
OFKS|P|FULCRUM SECURITIES, LLC|||N|Y|N|N
OFSX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
OGRU|M|Oscar Gruss & Son, Incorporated|NEW YORK  NY|212-943-6400|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|NASDAQ TRADING|212-943-6400|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|ARBITRAGE|212-943-7616|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|WARRANTS,CONVERTABLE|212-943-7610|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|FIXED-INCOMES|N/A|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated|BULLETIN BOARDS|212-514-2403|Y|Y|N|N
OGRU|M|Oscar Gruss & Son, Incorporated||800-332-2282|Y|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|CINCINATI OH|N/A|N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|NASDAQ/OTCBB TRADING|513-744-6430|N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|NASDAQ/OTCBB TRADING|800-848-0927|N|Y|N|N
OHIO|N|FIFTH THIRD SECURITIES, INC.|CORPORATE BONDS|513-744-7186|N|Y|N|N
OIEN|P|Oien Securities, Inc.|||N|N|N|N
OLDM|P|OLD MISSION CAPITAL, LLC|||Y|N|Y|Y
OLMM|N|OLMSTED & MULHALL, INC.|||N|Y|N|N
OLMP|M|Olympus Securities, LLC|MONTVILLE, NJ|973-575-1620|Y|Y|N|N
OLST|P|Olstein & Associates, L.P.|PURCHASE, NY|914-269-6100|N|Y|N|N
OMGP|P|Omni Brokerage, Inc.|||N|N|N|N
OMPA|P|Olympia Asset Management, Ltd.|||N|Y|N|N
OMSL|P|OPTIONSHOUSE|||N|Y|N|N
ONEL|O|O'NEIL SECURITIES, INCORPORATED|LOS ANGELES, CA|310-574-5613|Y|Y|N|N
OPCO|M|Oppenheimer & Co. Inc.|NEW YORK, NY|212-422-7813|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|CONVERTIBLE BONDS|212-668-5764|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.||800-682-5381|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|NASDAQ/OTCBB TRADING|212-422-7813|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|LISTED DESK|212-668-8033|Y|Y|N|Y
OPCO|M|Oppenheimer & Co. Inc.|INSTITUTIONAL DEPT|212-943-9055|Y|Y|N|Y
OPTU|P|Optiver US, LLC|||Y|N|N|N
OREO|P|Orion Trading, LLC|||N|Y|N|N
ORTL|N|Oriental Financial Services Corp.|||N|Y|N|N
OSCO|N|O'Keefe Shaw & Co., Inc.|||N|N|N|N
OSHN|N|The Agean Group, Inc.|||N|N|N|N
OTAA|M|OTA LLC|PURCHASE  NY|914-694-5851|Y|Y|N|N
OTAA|M|OTA LLC|NASDAQ TRADING|914-694-5851|Y|Y|N|N
OTAM|P|OTA LLC|||Y|Y|N|N
OTAS|P|OTA LLC|||Y|Y|N|N
OTCE|P|OTCEX|||N|Y|N|N
OTCL|P|OTC LINK LLC|||N|Y|N|N
OTCM|P|OTC LINK LLC|||N|Y|N|N
OTCP|P|OTC LINK LLC|||N|Y|N|N
OTCR|P|OTC LINK LLC|||N|Y|N|N
OTCT|P|OTCEX LLC|||N|Y|N|N
OTCX|P|OTC LINK LLC|||N|Y|N|N
OTFX|P|ABN AMRO CLEARING CHICAGO LLC|||Y|Y|Y|Y
OTGN|P|Octagon Capital Corporation/CDS|||N|N|N|N
OTKR|P|OTKRITIE INC.|||N|Y|N|N
OTRT|P|OTR GLOBAL TRADING LLC|||Y|Y|N|N
OTUS|P|OLIVETREE FINANCIAL, LLC|Main Line|203-703-0000|N|Y|N|N
OXPS|P|Optionsxpress, Inc.|||N|Y|N|N
PAAD|P|Advantage Investment Strategies, Inc.|||N|N|N|N
PAAI|P|Portfolio Advisors Alliance, Inc.|||N|Y|N|N
PACT|P|BTG Pactual US Capital Corp.|||N|Y|N|N
PACW|P|Pacific West Securities, Inc.|||N|N|N|N
PACX|E|Pacific Stock Exchange|||N|N|N|N
PAFA|N|Pan-American Financial Advisers|||N|N|N|N
PALC|M|Pali Capital, LLC|NEW YORK, NY|212-259-2080|N|N|N|N
PALG|P|Pali Capital, Inc.|||N|N|N|N
PALI|P|Pali Capital, Inc.|||N|N|N|N
PAMI|P|Professional Asset Managment, Inc.|||N|N|N|N
PAMS|M|Pacific American Securities, LLC|S-SAN DIEGO|858-320-2800|N|N|N|N
PAMT|O|Paramount Biocapital, Inc.|||N|N|N|N
PAPA|P|Papamarkou & Company, Inc.|||N|Y|N|N
PARI|M|BNP Paribas Securities Corp.|NEW YORK  NY|212-841-3600|Y|Y|Y|Y
PARI|M|BNP Paribas Securities Corp.|LATIN|212-841-3950|Y|Y|Y|Y
PARK|N|S.C. Parker & Co., Inc.|NASDAQ TRADING|716-852-6858|N|N|N|N
PASL|M|Pershing Advisor Solutions LLC||866.464.6367|Y|Y|N|N
PATG|P|Patagonia Securities|||N|N|N|N
PATR|P|TULLETT PREBON FINANCIAL SERVICES LLC|||Y|Y|N|N
PATT|P|Patrick Financial Corporation|||N|Y|N|N
PAUL|M|Paulson Investment Company, Inc.|PORTLAND OR|800-772-2048|N|Y|N|N
PAUL|M|Paulson Investment Company, Inc.|PORTLAND OR|503-243-6038|N|Y|N|N
PAUL|M|Paulson Investment Company, Inc.|PORTLAND OR|503-243-6011|N|Y|N|N
PBFI|M|Palm Beach Securities, Inc.|||N|N|N|N
PBLC|M|Public Securities, Inc.|SPOKANE  WA|509-892-5590|N|N|N|N
PBLC|M|Public Securities, Inc.|OTC BULLETIN BOARD|800-888-2325|N|N|N|N
PBLC|M|Public Securities, Inc.|OTC BULLETIN BOARD|800-934-3642|N|N|N|N
PBON|P|TULLETT PREBON FINANCIAL SERVICES LLC|||Y|Y|N|N
PBSI|O|PORTFOLIO BROKERAGE SERVICES, INC.|DENVER  CO|303-294-0070|N|Y|N|N
PCAP|O|SG Americas Securities, LLC|MAIN NUMBER|415-733-3000|Y|Y|Y|Y
PCAP|O|SG Americas Securities, LLC|AGENCY DESK|415-764-2350|Y|Y|Y|Y
PCAT|O|Perelman-Carley & Associates Inc.|OMAHA, NB|402-342-6000|N|N|N|N
PCCN|O|Pactual Capital Corporation|TRADING DESK|212-702-4115|N|N|N|N
PCFF|P|Pacific International Securities Inc./CDS||604-664-2998|N|N|N|N
PCGI|P|PRIVATE CONSULTING GROUP, INC.|||N|N|N|N
PCII|O|Penn Center Investments, Inc.|DIRECT TRADING|610-832-5999|N|Y|N|N
PCII|O|Penn Center Investments, Inc.||610-832-8121|N|Y|N|N
PCMC|P|Pacific Commonwealth Corp|||N|Y|N|N
PCMK|P|CAVU SECURITIES LLC|||N|Y|N|N
PCMT|P|PINNACLE CAPITAL MARKETS, LLC|||N|Y|N|N
PCPT|P|PHILLIP CAPITAL INC.|||N|Y|N|N
PCRP|P|PARIS SECURITIES CORPORATION|||N|N|N|N
PCSA|P|Palisade Capital Securities, L.L.C.|||N|N|N|N
PCSD|P|J.P. Morgan Securities LLC|||Y|Y|Y|Y
PCVB|P|VICTOR SECURITIES, LLC.|||N|Y|N|N
PDQM|P|PDQ ATS. Inc.|||Y|Y|Y|N
PDQX|P|PDQ ATS, INC.|||Y|Y|Y|N
PEAK|P|Peak6 Markets LLC|||N|Y|N|N
PECA|P|PERAZA CAPITAL AND INVESTMENT, LLC|||N|Y|N|N
PEER|P|American Trust Investment Services, Inc.|||N|Y|N|N
PEGI|M|Prudential Equity Group, LLC|NEW YORK, NY|212-778-6806|N|N|N|N
PEMA|P|VICTOR SECURITIES, LLC.|||N|Y|N|N
PENA|M|Pennaluna & Company|COEUR D'ALENO  ID|208-667-7472|N|N|N|N
PENA|M|Pennaluna & Company|NASDAQ TRADING|888-263-7366|N|N|N|N
PENA|M|Pennaluna & Company||800-654-9929|N|N|N|N
PENC|N|Penrod and Company|||N|Y|N|N
PENG|P|The Pennsylvania Group, Incorporated|NASDAQ TRADING|610-354-0950|N|N|N|N
PENS|P|Peninsular Securities Company|GRAND RAPIDS, MI|616-459-4336|N|N|N|N
PENS|P|Peninsular Securities Company|WITHIN MICHIGAN|800-234-4561|N|N|N|N
PERB|P|Pershing LLC|||Y|Y|Y|Y
PERC|P|Percival Financial Partners, Ltd.|||N|Y|N|N
PERD|P|Perdiue Securities, LLC|||N|N|N|N
PERF|P|Kellogg Capital Markets, LLC|NYC TRADING DESK|212-610-2686|N|N|N|N
PERM|O|Mercantile Brokerage Services, Inc.|BALTIMORE, MD|(301)539-7171|N|N|N|N
PERM|O|Mercantile Brokerage Services, Inc.|MAIN|212-433-5459|N|N|N|N
PERM|O|Mercantile Brokerage Services, Inc.|SECONDARY|212-433-5457|N|N|N|N
PERS|M|Pershing LLC|NASDAQ|800-356-1319|Y|Y|Y|Y
PERS|M|Pershing LLC||201-413-4920|Y|Y|Y|Y
PERS|M|Pershing LLC|MUNICIPALS|800-225-8284|Y|Y|Y|Y
PERS|M|Pershing LLC||201-413-4870|Y|Y|Y|Y
PERS|M|Pershing LLC|GOVERNMENTS|800-225-8284|Y|Y|Y|Y
PERS|M|Pershing LLC||201-413-4870|Y|Y|Y|Y
PERS|M|Pershing LLC|CORPORATE BONDS|800-225-8284|Y|Y|Y|Y
PERS|M|Pershing LLC||201-413-4140|Y|Y|Y|Y
PERS|M|Pershing LLC|MORTGAGE BACKEDS|800-225-8284|Y|Y|Y|Y
PERS|M|Pershing LLC||201-413-4870|Y|Y|Y|Y
PERS|M|Pershing LLC|PREFERRED STOCKS|800-424-3150|Y|Y|Y|Y
PERS|M|Pershing LLC||201-413-4140|Y|Y|Y|Y
PERT|M|Pershing LLC|JERSEY CITY  NJ|201-413-3531|Y|Y|Y|Y
PERT|M|Pershing LLC|NASDAQ TRADING|800-305-0161|Y|Y|Y|Y
PERT|M|Pershing LLC|BULLETIN BOARD|201-413-2700|Y|Y|Y|Y
PERT|M|Pershing LLC|DEALER DESK|201-413-2465|Y|Y|Y|Y
PERT|M|Pershing LLC||866-880-9410|Y|Y|Y|Y
PERX|P|Pershing LLC|||Y|Y|Y|Y
PERZ|P|Peraza Capital and Investment, LLC|||N|Y|N|N
PESI|P|Private Equity Securities, Inc.|||N|N|N|N
PFAG|P|Penson Financial Services, Inc.|||N|N|N|N
PFCL|P|Apex Clearing Corporation|||Y|Y|Y|Y
PFCM|P|Apex Clearing Corporation|||Y|Y|Y|Y
PFCO|M|Parker Financial Corp.|||N|N|N|N
PFIC|N|PFIC Securities Corporation|||N|N|N|N
PFIS|O|Professional Investment Services, Inc.|||N|N|N|N
PFML|P|United Equity Securities, LLC|||N|N|N|N
PFPI|P|Tullett Liberty Securities Inc.|||Y|Y|N|N
PFSI|O|Penson Financial Services, Inc.|D  DALLAS, TX|800-487-4531|N|N|N|N
PFSI|O|Penson Financial Services, Inc.||214-765-1115|N|N|N|N
PFSI|O|Penson Financial Services, Inc.|S-SAMCO|800-672-2178|N|N|N|N
PFSI|O|Penson Financial Services, Inc.|S-SAMCO|214-765-1463|N|N|N|N
PFSM|N|Princor Financial Services Corporation|||N|Y|N|N
PFTK|P|Penson Financial Services, Inc.|||N|N|N|N
PFTM|P|PENSON FINANCIAL SERVICES|||N|N|N|N
PGRS|P|PGR Securities, LLC|MOUNTAIN VIEW, CA|650-960-8118|N|N|N|N
PGSI|P|Prime Global Securities, Inc.|||N|N|N|N
PHAL|P|Phalanx Trading LLC|||N|Y|N|N
PHCO|N|Phillips & Company Securities Inc.|NASDAQ TRADING|(503)224-0858|N|Y|N|N
PHDC|M|PHD Capital|NEW YORK|800-743-9399|N|N|N|N
PHDC|M|PHD Capital|TRADING DESK|800-217-2264|N|N|N|N
PHLX|E|Philadelphia Stock Exchange|RICHARDT-ALYN & CO.|215-563-7177  (RICA)|N|N|N|N
PHLX|E|Philadelphia Stock Exchange|FLYNN OPTIONS|215-564-4866  (FLYN)|N|N|N|N
PHLY|P|NASDAQ Execution Services, LLC|||Y|Y|Y|Y
PHSG|M|Peacock, Hislop, Staley & Given, Inc.|PHOENIX|N/A|N|N|N|N
PHSG|M|Peacock, Hislop, Staley & Given, Inc.|NASDAQ & OTCBB TRDNG|602-952-6822|N|N|N|N
